Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
373,      Chief Engineer ,    Samrit Halam,2 - 7 yrs,₹Rs 2.35 - 6.40 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Pune,  Ankleshwar,  Junagarh",We are searching for a chief engineer with excellent leadership abilities to oversee multiple company projects. The Chief Engineer's responsibilities will include assigning ta,"Understanding of the organization's goals and objectives  ,  Project management skills  ,  Ability to update and direct work schedules efficiently"
374,      Mechanical Engineer ,    Rambachan,0 - 2 yrs,₹Rs 5.40 - 11.55 Lacs p.a.,"Bhopal,  Mumbai,  Nagpur,  Nasik,  Navi Mumbai","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
375,      Electric Engineer ,    Soleil HRS,3 - 6 yrs,₹Rs 1.00 - 2.05 Lacs p.a.,Bhavnagar,"Dear candidate , Greetings frlom Soleil HRS..!!We are looking for Electrical Engineer for one of our reputed client in Bhavnagar , Experience required - 3-5 YearsMust have wor",Electrical Analysis
376,      Marine Engineer ,    Samrit Halam,3 - 8 yrs,₹Rs 2.50 - 6.65 Lacs p.a.,"Kolkata,  Mumbai,  Hyderabad/Secunderabad,  Srikakulam,  Satara","Marine engineers design ,  construct ,  maintain ,  and repair a variety of maritime vessels including cargo ships ,  cruise liners ,  and oil rigs. They apply their engineeri","Marine Design  ,  Marine Engineering  ,  Coordination  ,  Project management  ,  Communication skills"
377,      Trainee Engineer ,    S Global Tech,0 - 1 yrs,,Pune,Urgent opening for Freshers in Pune location in a manufacturing comapny.Postion: - Trainee engineer ( production ) Exp - FresherEducation - BE  /  Dip  /  BSc ( electronic /  ,Production
378,      Data engineer ,    Best Infosystems Ltd.,5 - 10 yrs,,Hyderabad/Secunderabad,"Urgent Requirement_Data Engineer_Hydrabad_Full-Time Job Title: Data engineer.Job Type: Full-Time.Experience: 5 to 10 years.Location: Hydrabad.Skills required: AWS ,  Python , ","Data engineer  ,  Data engineering  ,  Data  ,  AWS  ,  Python  ,  snowflake  ,  informatica  ,  Azure   ,  Microsoft   ,  ADLS   ,  Blob storage  ,  automation  ,  Synapse   ,  ETL  ,  ELT   ,  integration  ,  Data Flow  ,  SQL"
379,      Mechanical Engineer ,    Rambachan,0 - 2 yrs,₹Rs 5.40 - 11.55 Lacs p.a.,"Kollam,  Kottayam,  Palakkad,  Thiruvananthapuram,  Thrissur","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
380,      Server Engineer ,    K Ponraj,1 - 6 yrs,₹Rs 4.10 - 8.15 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Mumbai,  Noida/Greater Noida",URGENT RECRUITMENT AT Best Supermarket :Interested candidate / Workers are advised to submit their CV to  for consideration towe are looking to fill the positions listed bello,"Cashier  ,  Custodian  ,  Shopping cart attendant  ,  Store manager  ,  assistant manager  ,  assistant manager sales  ,  Driver  ,  Security staff  ,  Pharmacy technician"
381,      CHIEF ENGINEER ,    Samrit Halam,4 - 9 yrs,₹Rs 4.50 - 8.65 Lacs p.a.,"Gangtok,  Coimbatore,  Erode,  Philippines,  null","Chief engineers work in a wide range of fields ,  overseeing the engineering and technicians as they develop designs ,  approximate costs ,  and execute their plans with highl","Communication  ,  Leadership.  ,  Critical reasoning  ,  Creativity."
382,      Devops Engineer ,    2COMS Consulting Pvt Ltd,4 - 7 yrs,,Mumbai,"The Requirements Suitable experience as a DevOps / SCM engineer ,  or in a position with similar skill sets and responsibilities A Bachelor%26#39;s / College Degree and experi","Able to analyze requirements and implement the same through design and code At least 3  years of hands on experience in .net MVC  ,   Entity Framework  ,   ASP.net  ,   We"
383,      Chemical Engineer ,    Yashodhara Management,1 - 5 yrs,₹Rs 2.50 - 4.50 Lacs p.a.,"Dombivali,  Kalyan,  Mumbai,  Navi Mumbai,  Thane","Vacancy for Chemical Engineer ,  BE  /  Diploma ChemicalEducation - Diploma / BE ChemicalLocation - Ambernath / navi Mumbai / Dombivali / MumbaiIndustry type - Chemical  /  Ph",BE Chemical
384,"      Project Engineer , Engineer , System Administrator ",    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Ahmedabad,  Raniganj,  Bangladesh,  Nepal,  Pakistan","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  SeniorProcess Associate ,  Business Process Associate","Site engineer  ,  site supervisor  ,  site consultant  ,  supervisor  ,  incharge  ,  team leader"
385,      Software Engineer ,    Samrit Halam,2 - 7 yrs,₹Rs 2.45 - 6.50 Lacs p.a.,"Ahmedabad,  Surat,  Vadodara,  Navi Mumbai,  Bhubaneshwar","We are looking for a skilled software engineer who ,  along with our excellent software development team ,  will be responsible for working on projects that are currently bein","Software Developing  ,  Software Designing  ,  Software Project Estimation Methods  ,  Software Products Marketing"
386,      Software Engineer ,    TIGI HR SOLUTION PVT. LTD.,1 - 3 yrs,₹Rs 3.50 - 6.50 Lacs p.a.,Noida/Greater Noida,"1.designation - Software Engineer L1   Number of vacancy  2   CTC : 4.5-6.5L2 to 3 years experience in c# ,  Microsoft SQL Server ,  Azure Cosmos database  ( SQL and Gremlin A","c#  ,  microsoft sql server  ,  azure cosmos database  ,  sql  ,  gremlin  ,  javascript  ,  php  ,  Jquery  ,  VueJs  ,  laravel  ,  bootstrap"
387,"      ""SALES ENGINEER"" ",    WE CONSULTANTS,1 - 4 yrs,,Delhi,"Urgently require a ""Sales Engineer"" in a leading healthcare company in DelhiJob Description:Job will involve generating sales leads within Delhi NCR Territory for Invitro Diag","""Medical Product Selling"""
388,      Chemical Engineer ,    V P Placement,6 - 11 yrs,₹Rs 5.20 - 10.30 Lacs p.a.,"Gorakhpur,  Noida/Greater Noida,  Haldia,  Kolkata,  Midnapur","Chemical engineers develop and design chemical manufacturing processes. Chemical engineers apply the principles of chemistry ,  biology ,  physics ,  and math to solve problem","Process  ,  Management  ,  Microsoft Technologies  ,  Engineering  ,  Manufacturing  ,  Industrial"
389,      Mechanical Engineer ,    Rambachan,0 - 2 yrs,₹Rs 5.40 - 11.55 Lacs p.a.,"Mangalore,  Mysoru / Mysore,  Calicut/ Kozhikode,  Cochin/ Kochi/ Ernakulam,  Kannur","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
390,      Jr.automation Engineer ,    Blue Stone consultancy,2 - 3 yrs,₹Rs 3.00 - 5.00 Lacs p.a.,"Hyderabad/Secunderabad,  Rajahmundry","Role; Jr. Automation EngineerWork Experience: 1-3 years.Work Location:Mahad / Hyderabad / Andhra Pradesh.must Have Skills: Unity Pro ,  SCADA ,  PLC ,  HMI ,  VFD. Job Descrip","plc  ,  scada  ,  hmi  ,  vfd"
391,      Design Engineer ,    2COMS Consulting Pvt Ltd,3 - 7 yrs,,Gurgaon,Location : Currently resources are working from home but if client ask to report to office ..resources should be ready to be available at client Bangalore office JD :  ( Key s,"Qualification%26 Experience: Must be an MCA  /  BE/B.Tech  /  MTech  /  MSc   (  IT  )    /  MBA   (  Systems  /  IT  )  . Masters Degree or equivalency   (  CS  ,   CE  ,   CIS  ,   IS  ,   MIS  ,   or engineering disci"
392,      DATA ENGINEER ,    CP Careers Pvt. Ltd.,3 - 8 yrs,₹Rs 12.00 - 22.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi/NCR,  Gurgaon,  Noida/Greater Noida","Work on SQL ,  Python ,  Spark ,  Airflow ,  SnowflakeRequired Experience: 3 - 10 YearsPosted: 2 months agoSkills : SQL ,  Python ,  Spark ,  Airflow ,  SnowflakeManage all pe","SQL  ,     ,  Python   ,  Spark   ,  Airflow  ,  Data modeling"
393,      Software Engineer ,    Ladder Consultancy Private Limited,1 - 6 yrs,,Bengaluru / Bangalore,"Job Title: Software EngineerLocation: BengaluruExperience: 1-10yearsCTC: Best in Industry ResponsibilitiesWe are looking for a C ,  c ++ developer who is dedicated to their cr","C  ,  c ++  ,  developer   ,  code   ,  coding  ,  programming   ,  Telephony   ,  VOIP  ,  PRI   ,  networks  ,  Python  ,  WebSocket   ,  MySQL  ,  PHP  ,  JavaScript  ,  Redis  ,  Queues  ,  Linux   ,  software development"
394,      Software Engineer ,    P S International HR Consultants,2 - 4 yrs,,Mumbai,Roles and Responsibilities :Follow technical guidance as well as hands-on management for all product development within the company.identify frameworks / technologies / langua,"""Java Script""  ,  ""Front End""  ,  NOSQL  ,  Java  ,  Redis  ,  ""Data Structures"""
395,      Network Engineer ,    Samrit Halam,2 - 6 yrs,₹Rs 70.00 - 102.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Kolkata,  Mumbai","Network engineers enable data to pass between computers in a network to aid communication between users. As a network engineer ,  you'll have responsibility for setting up ,  ",critical thinking and problem solving
396,      mechanical engineer ,    Samrit Halam,2 - 5 yrs,₹Rs 40.50 - 90.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Kolkata,  Mumbai","Mechanical engineers design ,  manufacture ,  and evaluate mechanical devices ,  such as industrial machinery ,  heating ,  and cooling systems ,  transportation systems ,  ro",critical thinking and problem solving
397,      Senior Engineer ,    P S International HR Consultants,5 - 10 yrs,,Pune,"Responsibilities:-To prepare standardized pre-qualification norms  ( to be updated once a year )  for the type of contracts and Quantum of contract ,  get it reviewed and sign","""Procurement Contracts""  ,  ""Contarctor Management""  ,  ""Civil Engineering""  ,  ""Site Engineering"""
398,      Mechanical Engineer ,    Rambachan,0 - 2 yrs,₹Rs 5.40 - 11.55 Lacs p.a.,"Davanagere,  Dharwad,  Gulbarga,  Hubli,  Kolar","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
399,      Sales Engineer ,    P S International HR Consultants,1 - 3 yrs,,Navi Mumbai,Roles and Responsibilities :Cold Calls.Customer Connect.Leads Generation  &  Execution.sending Quotations  ( MS Word ) .Follow-Ups.Data Collection of clients.field Knowledge.a,"""Sales Engineering""  ,  ""Technical Sales""  ,  ""Air Compressor""  ,  ""Sales And Services"""
400,"      Vas Operation Engineer , Vas Engineer ",    V P Placement,4 - 8 yrs,₹Rs 4.00 - 9.00 Lacs p.a.,"Hyderabad/Secunderabad,  Kolkata,  Noida/Greater Noida,  Pune,  Canada","Ensure that a process or system is safe and effective ,  work as part of a team and must be able to work well with others to ensure a project's success. Using detailed drawing","Hardware  ,  Troubleshooting  ,  Peripherals"
401,      BI Engineer ,    2COMS Consulting Pvt Ltd,2 - 7 yrs,,Kolkata,"Requirements Fluency in SQL ,  and deep understanding of ETL is a must. Database design and operation  ( Redshift ,  Dynamo DB ,  MySQL ,  NoSQL )  Hands on Scripting in Pytho","BTECH  ,  BE  ,  MTECH  ,  ME  ,  BCA  ,  MCA  ,  BSC  ,  MSC"
402,      Aircraft Engineer ,    IN Aviation,0 - 3 yrs,₹Rs 3.25 - 8.15 Lacs p.a.,"Kurnool,  Rajahmundry,  Tirupati,  Vijayawada,  Visakhapatnam","Job DescriptionAirlines Ground staff  , Air Ticketing ,  Air Hostess ,  Cabin Crew Jobs Call ToHR DIVYA SINGH 9911177974 ( Airlines  HR  )  call or Call follow the seme no wha","Ground staff  ,  Ticketing  ,  Cabin crew  ,  Air Hostess  ,  Data entry  ,  computer operator  ,  office assistant  ,  back office assistant  ,  Aviation  ,  Airport  ,  Hospitality Tourism"
403,"      Sales Engineer , Technical Sales Engineer ",    Theta Controls,1 - 4 yrs,,"Mumbai,  Pune,  Ahmedabad","Technical sales engineers are often the key point of contact for clients ,  answering queries ,  providing technical advice and introducing new products.Qualification Required","sales  ,  auomation  ,  process automati"
404,      Process Engineer - Chemicals ,    V P Placement,2 - 7 yrs,₹Rs 4.30 - 12.00 Lacs p.a.,"Gurgaon,  Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida",Develop and / or oversee production of PFD  &  P & ID'sDevelop and / or oversee pump hydraulic calculationsDevelop and / or oversee heat exchanger sizing calculations.Assure q,"Process Engineer
 

"
405,"      Aerospace Engineer , Network Engineer , Desktop Support Engineer ",    Sarita Sharma,2 - 5 yrs,₹Rs 2.40 - 4.45 Lacs p.a.,"Chennai,  Coimbatore,  Cuddalore,  Kanniyakumari,  Madurai",Aerospace Engineers are responsible for directing the manufacturing and testing of the prototypes they design. It is up to them to determine if proposed projects are technical,"Communication  ,  Leadership  ,  Team Work  ,  Communication Skills  ,  Problem Solving Skills  ,  Leadership Skills"
406,      Mechanical Engineer ,    Rambachan,0 - 2 yrs,₹Rs 5.40 - 11.55 Lacs p.a.,"Srikakulam,  Tirupati,  Vijayawada,  Visakhapatnam,  Warangal","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
407,      Aircraft Engineer ,    IN Aviation,0 - 3 yrs,₹Rs 3.25 - 8.15 Lacs p.a.,"Bokaro,  Dhanbad,  Jamshedpur,  Ranchi,  Belgaum","Job DescriptionAirlines Ground staff  , Air Ticketing ,  Air Hostess ,  Cabin Crew Jobs Call ToHR DIVYA SINGH 9911177974 ( Airlines  HR  )  call or Call follow the seme no wha","Ground staff  ,  Ticketing  ,  Cabin crew  ,  Air Hostess  ,  Data entry  ,  computer operator  ,  office assistant  ,  back office assistant  ,  Aviation  ,  Airport  ,  Hospitality Tourism"
408,Engineer - Instrumentations ,    P S International HR Consultants,10 - 15 yrs,,Other City(s) in Karnataka,"Roles and Responsibilities :Maintenance ,  calibration ,  and testing of electrical and electronics instruments.Conduct routine monitoring and maintenance to provide the highe","Electrical  ,  Calibration  ,  Electronics  ,  Instruments"
409,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.35 - 11.50 Lacs p.a.,"Nellore,  Nizamabad,  Ongole,  Rajahmundry,  Sangareddy","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
410,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.35 - 11.50 Lacs p.a.,"Khammam,  Kurnool,  Mahabubnagar,  Medak,  Nalgonda","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
411,"      Mining Engineer , Civil Design Engineer , Engineer ",    V P Placement,4 - 9 yrs,₹Rs 3.00 - 9.00 Lacs p.a.,"Chandigarh,  Chittoor,  Warangal,  Guwahati,  Canada",Developing detailed designs.Doing feasibility assessments and site inspections.Preparing and implementing project plans.Researching and providing estimates for projects.Review,"Engineering  ,  Civil"
412,      Principal Process Engineer ,    V P Placement,1 - 6 yrs,₹Rs 3.20 - 7.30 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Delhi/NCR","Execute process engineering activities within the budget and schedule ,  as well as maintaining technical integrity of the designsDevelop the basis of design ,  undertake deta","Process Engineer
 

"
413,"      Corrosion Engineer , Network Engineer , System Engineer ",    Sarita Sharma,2 - 6 yrs,₹Rs 2.40 - 5.45 Lacs p.a.,"Chennai,  Cuddalore,  Kanniyakumari,  Madurai,  Tuticorin","Provides subject matter technical assistance to field operations and maintenance personnel in matters regarding cathodic protection ,  protective coatings ,  material selectio","Leadership skills.  ,  Communication  ,  Leadership  ,  Team Work  ,  Communication Skills  ,  Leadership Qualities"
414,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.35 - 11.50 Lacs p.a.,"Guntakal,  Guntur,  Hyderabad/Secunderabad,  Kakinada,  Karimnagar","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
415,      Maintenance Engineer - Mechanical  /  Electrical - Pharma API ,    Sahyog Jobs Consultancy,7 - 12 yrs,,"Chandigarh,  Baddi,  Pune,  Noida/Greater Noida",Maintenance Engineer - Mechanical  /  Electrical - Pharma API Job descriptionMaintenance activities in the API plantUtilities performance monitoringAll utility  &  production ,"Maintenance Engineer
 

"
416,"      Estimation Engineer , Electrical Estimation Engineer ",    Space COnsultant,3 - 7 yrs,₹Rs 3.60 - 4.20 Lacs p.a.,"Delhi,  Noida/Greater Noida",Position: Estimation EngineerExperience Level: 3+ Yrs in Estimation / E Tendring / Electrical Project EstimationPackage - 30000 PM to 35000 PM ( 3.60 -4.20 ) Location -Noida  ,"electrical estimation  ,  Engineering  ,  e-tendering"
417,"      Construction Engineer , Site Manager , Project Engineer , Engineer ",    Sarita Sharma,2 - 5 yrs,₹Rs 3.40 - 5.45 Lacs p.a.,"Chennai,  Cochin/ Kochi/ Ernakulam,  Kottayam,  Coimbatore,  Madurai","Developing construction plans ,  blueprints ,  and technical drawings / documentsOverseeing and managing construction projects and engineering processesAnalyzing and offering ","Creativity  ,  Customer Service Skills.  ,  Teamwork Skills.  ,  Communication.  ,  Leadership skills."
418,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.35 - 11.50 Lacs p.a.,"Pondicherry/Puducherry,  Adilabad,  Anantapur,  Chittoor,  Cuddapah","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
419,      Subsea Project Engineer ,    V P Placement,1 - 6 yrs,₹Rs 3.20 - 10.35 Lacs p.a.,"Delhi,  Delhi/NCR,  Gurgaon,  Kolkata,  Noida/Greater Noida","Perform conceptual design work ,  engineering calculations ,  and interpret analysis results.Prepare and check manufacturing drawings.Write and / or review technical proposals","Project Engineer
 

"
420,"      civil site engineer , Engineer ",    V P Placement,5 - 10 yrs,₹Rs 3.20 - 9.30 Lacs p.a.,"Bhagalpur,  Muzaffarpur,  Patna,  Bhilai-Durg,  Bilaspur","The site engineer's responsibilities include managing different parts of construction projects ,  supervising crew members ,  preparing estimates for time and material costs ,","Civil  ,  Engineering  ,  Manufacturing  ,  Mechanical  ,  Publishing  ,  Design"
421,      Staff Mechanical Engineer ,    V P Placement,1 - 6 yrs,₹Rs 2.20 - 9.30 Lacs p.a.,"Baramulla,  Doda,  Kargil,  Pulwama,  Udhampur","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","mechanical engineer  ,  design engineer  ,  lead engineer
 

"
422,      Execution Engineer - Water Projects ,    Sahyog Jobs Consultancy,5 - 10 yrs,₹Rs 3.00 - 12.00 Lacs p.a.,"Delhi/NCR,  Bhopal","- Candidate should have experience in working on different Water Supply  &  Water Distribution projects - Water Pipeline  ( MD , DI , HDPE ) - WTP ,  STP - Overhead Tanks- Pum","Execution Engineer
 

"
423,      Lead Process Engineer ,    V P Placement,4 - 8 yrs,₹Rs 3.00 - 6.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Ensure that a process or system is safe and effective ,  work as part of a team and must be able to work well with others to ensure a project's success. Using detailed drawing","

Engineer Mechanical"
424,      Junior Engineer-Automation Industry-Borivali-3LPA ,    seven consultancy,1 - 3 yrs,₹Rs 2.15 - 3.70 Lacs p.a.,Mumbai,"designing and developing new control systemstesting ,  maintaining and modifying existing systemsanalysing data and presenting findings in written reportsmanaging operationswo","instrumentation engineer  ,  inst  ,  instrumentation  ,  engineer
 

"
425,      Civil Engineer ,    DHANRAJ HR CONSULTANCY,1 - 5 yrs,,Ahmedabad,"Manage ,  design ,  develop ,  create and maintain small-scale through to large-scale construction projects in a safe ,  timely and sustainable mannerConduct on site investiga","Site Survey  ,  AUTO CAD  ,  project engineer
 

"
426,      Subsea Project Engineer ,    V P Placement,1 - 6 yrs,₹Rs 3.20 - 10.40 Lacs p.a.,"Bokaro,  Jamshedpur,  Ranchi,  Bengaluru / Bangalore,  Bangladesh","You will be responsible for: Leading /  supporting project execution activity ,  providing technical leadership /  support for the design ,  manufacture ,  test and installati","Project Engineer
 

"
427,      ELECTRICAL ENGINEER ,    RGRA HUMAN RESOURCE SOLUTIONS,1 - 6 yrs,,"Delhi,  Delhi/NCR","GREETINGS OF THE DAYfrom the association / side / end of RGRA HUMAN RESOURCE SOLUTIONS !!!!Dear Employee ( s )  / Candidate ( s )  / Job Seeker ( s )  ,                       ","""Electrical Engineer""  ,   ""Electrical Enginner""  ,   ""Electrical Engg""  ,   ""Electrical Engg."""
428,      Distributed Control System ,    IB AUTOMATION ENGINEERING PROJECT PVT. LTD,1 - 4 yrs,₹Rs 2.50 - 3.50 Lacs p.a.,Nasik,"Dear Students , We are hiring candidates who has completed engineering in Instrumentation.Job Profile : Work on DCS  (  PLC candidates also can apply ) Company : IB Automation","instrument engineer
 

"
429,      Chemical Engineer ,    JDC Recruitment Services,5 - 7 yrs,₹Rs 4.00 - 8.00 Lacs p.a.,"Belgaum,  Bellary,  Bengaluru / Bangalore,  Bidar,  Davanagere","Perform chemical analysis and physical property testing of materials and products.Research ,  design ,  and develop new production processes.Coordinate and perform tests.analy","Chemical  ,  Engineer  ,   production  ,   Process Engineer  ,  "
430,      Site engineer ,    Career Path Consultants,1 - 3 yrs,₹Rs 1.00 - 2.50 Lacs p.a.,Mumbai,Urgent requirement for Civil Engineer for a Leading Construction Company based at Andheri.We are looking out for Site Engineer for a Project in Repairs for Borivali Location.W,"Experience in handling site work as civil engineer
 

"
431,      Mechanical Engineer ,    Nooria Enterprises,5 - 8 yrs,,"Bengaluru / Bangalore,  Delhi/NCR,  Hyderabad/Secunderabad,  Mumbai,  Pune",We are hiring candidates for the followingJob Description Job TitleMechanical EngineerJob Location KSA  ( Kingdom of Saudi Arabia ) Interview in this week in Mumbai OfficeExpe,"Mechanical Engineer  ,  Mechanical Engineering  ,  Mechanical  ,  Engineer
 

"
432,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.50 - 11.55 Lacs p.a.,"Haldia,  Kharagpur,  Kolkata,  Malda,  Midnapur","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
433,      Construction Job ,    Pukhraj Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Guntur,  Dibrugarh,  Panjim/Panaji,  Junagarh,  Faridabad",Reference to the job application received from India with your interest to work and create a new environment for your career and Future in Hilltop ConstructionCompany.Kindly-f,"Site Engineer  ,  Front Line Engineer  ,  Engineer  ,  Mentence Engineer
 

"
434,      Chemical Engineer ,    JDC Recruitment Services,5 - 7 yrs,₹Rs 4.00 - 8.00 Lacs p.a.,"Chennai,  Coimbatore,  Cuddalore,  Erode,  Hosur","Perform chemical analysis and physical property testing of materials and products.Research ,  design ,  and develop new production processes.Coordinate and perform tests.analy","Chemical  ,   Engineer  ,  Production  ,   Process Enigneer"
435,      Procurement Engineer ,    Axion HR Consultancy,10 - 15 yrs,₹Rs 9.00 - 14.65 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Mumbai",We are looking for the role of Procurement Engineer- Desired Candidate Profile* Must have minimum 10+ years experience in the respective field.* Previous experience in Civil E,"Procurement Officer  ,  Purchase  ,  Procurement  ,  Purchase Officer  ,  Procurement Engineer  ,  Purchasing  ,  Buying"
436,      User Interface Engineer ,    V P Placement,5 - 9 yrs,₹Rs 3.00 - 7.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","The job holder is accountable for all interfaces activities during Phase 3.1 project execution from pre-FEED to completion:Defining ,  implementing and following up all necess","Design Engineering  ,  design engineer  ,  engineer
 

"
437,      Civil Engineer ,    Nooria Enterprises,5 - 8 yrs,,"Bengaluru / Bangalore,  Delhi/NCR,  Hyderabad/Secunderabad,  Mumbai,  Pune",We are hiring candidates for the followingJob Description Job TitleCivil EngineerJob Location KSA  ( Kingdom of Saudi Arabia ) Interview in this week in Mumbai OfficeExperienc,"Civil Engineer  ,  Civil Engineering  ,  Civil  ,  Engineer  ,  Engineering"
438,      Electrical Engineer ,    JDC Recruitment Services,4 - 8 yrs,₹Rs 4.00 - 6.00 Lacs p.a.,"Asansol,  Burdwan,  Durgapur,  Haldia,  Kharagpur",Timely Estimating  &  Billing to client  &  contractor.Experience in Building projects will be an added advantage.project Micro Planning  &  Scheduling.Rate analysis.Coordinat,"Manufacturing  ,  Engineering  ,  Electrical Maintenance"
439,      SOftware Engineer ,    v connect management services,3 - 8 yrs,₹Rs 3.00 - 15.00 Lacs p.a.,Bengaluru / Bangalore,"Required:    - Knowledge of nodejs ,  mysql ,  javascript ,  html ,  css ,     - Development and design experience in RESTful services and APIs.   - 3 years of relevant work e","nodejs  ,  mysql  ,  javascript  ,   html  ,  css  ,  RESTful services  ,  API"
440,      FMS Engineer ,    Somet Consulting Group,0 - 3 yrs,₹Rs 1.00 - 3.00 Lacs p.a.,Ahmedabad,Hiring : FMS Engineer  ( Faicility Maintainence Service Engineers ) Positions : 5Location : AhmedabadExperience : 0 to 4 Yrs Requirement :- Graduate in any stream preferably i,"Network Architecture  ,  Service Design  ,  Windows7  ,  Windows10  ,  Application Software Installation Configuration  ,  CCNA  ,  Ccnp  ,  LAN  ,  Hardware  ,  Networking"
441,      Design Engineer ,    Sudeep Consultancy,2 - 5 yrs,₹Rs 2.40 - 3.00 Lacs p.a.,"Mumbai,  Pune,  Aurangabad,  Nasik,  Other City(s) in Maharashtra","Talwade ,  pune based automation company urgnetly required the candidates forDesignation -Mechanical Design EngineerEducation - Diploma /  BE Mechanical Experience  ( years  /","Mechanical Design Engineer  ,  having Good Knowledge of Mechanical  &  Pneumatic  ,  Special Machine Design Engineer  ,  problem solving  ,  Team Player  ,  Self Motivated  ,  Energetic"
442,      Energy Engineer ,    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Chennai,  Delhi,  Noida/Greater Noida,  Pune,  Pondicherry/Puducherry","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  Senior Process Associate ,  Business Process Associat","Energy Environment  ,  Engineering  ,  Manufacturing  ,  Mechanical  ,  Electrical Maintenance"
443,      Electrical Engineer ,    V P Placement,20 - 25 yrs,₹Rs 5.30 - 8.75 Lacs p.a.,"Bengaluru / Bangalore,  Chennai","As a member of the Strategic Projects team ,  you will play an important role in the development and execution of all strategic projects. The Electrical engineer will work clo","Organization  ,  Mentoring skills  ,  Active learning  ,  Willingness to travel"
